dyad_markdown	cameo_label	date	mean_goldstein	n
Citizen (Algeria)->Herve Gourdel	assassinate	2014-09-26	-10	2
Citizen (Algeria)->Herve Gourdel	kill by physical assault	2014-09-24	-10	1
Citizen (Algeria)->Herve Gourdel	kill by physical assault	2014-09-29	-10	1
Citizen (Algeria)->Herve Gourdel	kill by physical assault	2014-12-23	-10	2
Citizen (Algeria)->Herve Gourdel	kill by physical assault	2015-01-26	-10	1
Citizen (Austria)->European Union	sexually assault	2014-03-05	-9	1
Citizen (Belarus)->Other Authorities / Officials (Ukraine)	threaten with political dissent, protest	2014-07-05	-5.8	1
Citizen (Central African Republic)->United Nations	appeal for military protection or peacekeeping	2014-03-18	3.4	1
Citizen (China)->Malaysia	demand material cooperation	2014-03-23	-5	1
Citizen (Czech Republic)->Viktor Yanukovych	appeal for change in leadership	2014-02-21	-0.3	1
Citizen (France)->Christiane Taubira	appeal for change in leadership	2014-03-12	-0.3	1
Citizen (France)->Citizen (Australia)	sexually assault	2014-08-14	-9	2
Citizen (France)->City Mayor (France)	physically assault	2014-04-01	-9.5	1
Citizen (France)->City Mayor (France)	physically assault	2014-05-23	-9.5	1
Citizen (France)->France	accede to demands for change in leadership	2014-05-14	5	1
Citizen (France)->France	acknowledge or claim responsibility	2015-01-21	0	3
Citizen (France)->France	acknowledge or claim responsibility	2015-12-04	0	1
Citizen (France)->France	demand diplomatic cooperation (such as policy support)	2014-04-02	-5	2
Citizen (France)->France	use unconventional violence	2013-03-12	-9	1
Citizen (France)->France	use unconventional violence	2013-04-16	-9	1
Citizen (France)->France	use unconventional violence	2013-04-17	-9	1
Citizen (France)->France	use unconventional violence	2013-04-27	-9	2
Citizen (France)->France	use unconventional violence	2013-06-14	-9	2
Citizen (France)->France	use unconventional violence	2014-03-23	-9	1
Citizen (France)->France	use unconventional violence	2014-04-18	-9	1
Citizen (France)->France	use unconventional violence	2014-04-30	-9	1
Citizen (France)->France	use unconventional violence	2014-05-24	-9	1
Citizen (France)->France	use unconventional violence	2014-07-14	-9	1
Citizen (France)->France	use unconventional violence	2014-09-07	-9	1
Citizen (France)->France	use unconventional violence	2014-11-20	-9	1
Citizen (France)->France	use unconventional violence	2014-12-12	-9	1
Citizen (France)->France	use unconventional violence	2015-01-02	-9	1
Citizen (France)->France	use unconventional violence	2015-01-08	-9	2
Citizen (France)->France	use unconventional violence	2015-01-09	-9	3
Citizen (France)->France	use unconventional violence	2015-01-10	-9	8
Citizen (France)->France	use unconventional violence	2015-01-11	-9	13
Citizen (France)->France	use unconventional violence	2015-01-12	-9	8
Citizen (France)->France	use unconventional violence	2015-01-13	-9	9
Citizen (France)->France	use unconventional violence	2015-01-14	-9	12
Citizen (France)->France	use unconventional violence	2015-01-15	-9	7
Citizen (France)->France	use unconventional violence	2015-01-16	-9	12
Citizen (France)->France	use unconventional violence	2015-01-17	-9	1
Citizen (France)->France	use unconventional violence	2015-01-18	-9	5
Citizen (France)->France	use unconventional violence	2015-01-19	-9	7
Citizen (France)->France	use unconventional violence	2015-01-20	-9	6
Citizen (France)->France	use unconventional violence	2015-01-21	-9	9
Citizen (France)->France	use unconventional violence	2015-01-22	-9	4
Citizen (France)->France	use unconventional violence	2015-01-23	-9	2
Citizen (France)->France	use unconventional violence	2015-01-25	-9	3
Citizen (France)->France	use unconventional violence	2015-01-26	-9	1
Citizen (France)->France	use unconventional violence	2015-01-27	-9	1
Citizen (France)->France	use unconventional violence	2015-01-28	-9	1
Citizen (France)->France	use unconventional violence	2015-01-29	-9	2
Citizen (France)->France	use unconventional violence	2015-01-30	-9	2
Citizen (France)->France	use unconventional violence	2015-01-31	-9	1
Citizen (France)->France	use unconventional violence	2015-02-02	-9	2
Citizen (France)->France	use unconventional violence	2015-02-03	-9	2
Citizen (France)->France	use unconventional violence	2015-02-04	-9	1
Citizen (France)->France	use unconventional violence	2015-02-06	-9	3
Citizen (France)->France	use unconventional violence	2015-02-08	-9	5
Citizen (France)->France	use unconventional violence	2015-02-14	-9	1
Citizen (France)->France	use unconventional violence	2015-02-15	-9	6
Citizen (France)->France	use unconventional violence	2015-02-17	-9	1
Citizen (France)->France	use unconventional violence	2015-02-22	-9	1
Citizen (France)->France	use unconventional violence	2015-02-27	-9	1
Citizen (France)->France	use unconventional violence	2015-02-28	-9	3
Citizen (France)->France	use unconventional violence	2015-03-01	-9	1
Citizen (France)->France	use unconventional violence	2015-03-09	-9	1
Citizen (France)->France	use unconventional violence	2015-03-18	-9	1
Citizen (France)->France	use unconventional violence	2015-03-22	-9	1
Citizen (France)->France	use unconventional violence	2015-04-13	-9	1
Citizen (France)->France	use unconventional violence	2015-04-15	-9	1
Citizen (France)->France	use unconventional violence	2015-04-27	-9	1
Citizen (France)->France	use unconventional violence	2015-04-28	-9	1
Citizen (France)->France	use unconventional violence	2015-05-07	-9	3
Citizen (France)->France	use unconventional violence	2015-05-09	-9	1
Citizen (France)->France	use unconventional violence	2015-05-19	-9	1
Citizen (France)->France	use unconventional violence	2015-06-26	-9	9
Citizen (France)->France	use unconventional violence	2015-06-29	-9	1
Citizen (France)->France	use unconventional violence	2015-06-30	-9	1
Citizen (France)->France	use unconventional violence	2015-07-16	-9	1
Citizen (France)->France	use unconventional violence	2015-10-18	-9	1
Citizen (France)->France	use unconventional violence	2015-11-12	-9	1
Citizen (France)->France	use unconventional violence	2015-11-14	-9	8
Citizen (France)->France	use unconventional violence	2015-11-15	-9	9
Citizen (France)->France	use unconventional violence	2015-11-16	-9	4
Citizen (France)->France	use unconventional violence	2015-11-17	-9	4
Citizen (France)->France	use unconventional violence	2015-11-18	-9	3
Citizen (France)->France	use unconventional violence	2015-11-19	-9	9
Citizen (France)->France	use unconventional violence	2015-11-20	-9	6
Citizen (France)->France	use unconventional violence	2015-11-21	-9	2
Citizen (France)->France	use unconventional violence	2015-11-22	-9	1
Citizen (France)->France	use unconventional violence	2015-11-24	-9	3
Citizen (France)->France	use unconventional violence	2015-11-25	-9	4
Citizen (France)->France	use unconventional violence	2015-11-26	-9	1
Citizen (France)->France	use unconventional violence	2015-11-27	-9	1
Citizen (France)->France	use unconventional violence	2015-11-29	-9	1
Citizen (France)->France	use unconventional violence	2015-12-01	-9	2
Citizen (France)->France	use unconventional violence	2015-12-02	-9	5
Citizen (France)->France	use unconventional violence	2015-12-03	-9	1
Citizen (France)->France	use unconventional violence	2015-12-04	-9	1
Citizen (France)->France	use unconventional violence	2015-12-06	-9	1
Citizen (France)->France	use unconventional violence	2015-12-08	-9	1
Citizen (France)->France	use unconventional violence	2015-12-09	-9	9
Citizen (France)->France	use unconventional violence	2015-12-14	-9	3
Citizen (France)->France	use unconventional violence	2015-12-23	-9	2
Citizen (France)->France	use unconventional violence	2015-12-29	-9	1
Citizen (France)->France	use unconventional violence	2016-01-11	-9	1
Citizen (France)->France	use unconventional violence	2016-01-12	-9	2
Citizen (France)->France	use unconventional violence	2016-01-25	-9	1
Citizen (France)->Herve Gourdel	kill by physical assault	2014-09-24	-10	1
Citizen (France)->Herve Gourdel	kill by physical assault	2014-09-25	-10	1
Citizen (France)->News Editor (France)	engage in symbolic act	2015-01-10	0	3
Citizen (France)->News Editor (France)	engage in symbolic act	2015-01-13	0	1
Citizen (France)->Police (France)	assassinate	2015-01-16	-10	2
Citizen (France)->Police (France)	fight with small arms and light weapons	2013-03-19	-10	1
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-01-09	-10	2
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-01-10	-10	3
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-01-11	-10	1
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-01-12	-10	5
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-01-13	-10	1
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-01-16	-10	4
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-01-20	-10	1
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-01-21	-10	2
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-01-24	-10	1
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-04-15	-10	1
Citizen (France)->Police (France)	fight with small arms and light weapons	2015-11-25	-10	2
Citizen (France)->Police (France)	use unconventional violence	2013-02-21	-9	1
Citizen (France)->Police (France)	use unconventional violence	2013-02-23	-9	1
Citizen (France)->Police (France)	use unconventional violence	2013-05-26	-9	1
Citizen (France)->Police (France)	use unconventional violence	2013-05-27	-9	1
Citizen (France)->Police (France)	use unconventional violence	2013-05-28	-9	3
Citizen (France)->Police (France)	use unconventional violence	2013-06-12	-9	1
Citizen (France)->Police (France)	use unconventional violence	2013-07-21	-9	2
Citizen (France)->Police (France)	use unconventional violence	2013-07-22	-9	2
Citizen (France)->Police (France)	use unconventional violence	2013-07-25	-9	1
Citizen (France)->Police (France)	use unconventional violence	2014-01-24	-9	1
Citizen (France)->Police (France)	use unconventional violence	2014-01-27	-9	1
Citizen (France)->Police (France)	use unconventional violence	2014-01-31	-9	2
Citizen (France)->Police (France)	use unconventional violence	2014-02-22	-9	1
Citizen (France)->Police (France)	use unconventional violence	2014-03-19	-9	1
Citizen (France)->Police (France)	use unconventional violence	2014-07-19	-9	1
Citizen (France)->Police (France)	use unconventional violence	2014-07-26	-9	1
Citizen (France)->Police (France)	use unconventional violence	2014-09-09	-9	1
Citizen (France)->Police (France)	use unconventional violence	2014-12-21	-9	1
Citizen (France)->Police (France)	use unconventional violence	2014-12-22	-9	5
Citizen (France)->Police (France)	use unconventional violence	2014-12-30	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-01-08	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-01-09	-9	7
Citizen (France)->Police (France)	use unconventional violence	2015-01-10	-9	9
Citizen (France)->Police (France)	use unconventional violence	2015-01-11	-9	3
Citizen (France)->Police (France)	use unconventional violence	2015-01-12	-9	5
Citizen (France)->Police (France)	use unconventional violence	2015-01-13	-9	3
Citizen (France)->Police (France)	use unconventional violence	2015-01-14	-9	3
Citizen (France)->Police (France)	use unconventional violence	2015-01-15	-9	4
Citizen (France)->Police (France)	use unconventional violence	2015-01-16	-9	6
Citizen (France)->Police (France)	use unconventional violence	2015-01-20	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-01-22	-9	2
Citizen (France)->Police (France)	use unconventional violence	2015-01-23	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-01-29	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-02-03	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-02-04	-9	2
Citizen (France)->Police (France)	use unconventional violence	2015-02-08	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-02-09	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-02-18	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-03-02	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-03-18	-9	2
Citizen (France)->Police (France)	use unconventional violence	2015-04-13	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-06-27	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-10-14	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-11-08	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-11-12	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-11-14	-9	1
Citizen (France)->Police (France)	use unconventional violence	2015-11-29	-9	2
Citizen (France)->Police (France)	use unconventional violence	2015-12-15	-9	1
Citizen (France)->Police (France)	use unconventional violence	2016-01-01	-9	1
Citizen (France)->Police (France)	use unconventional violence	2016-01-08	-9	1
Citizen (France)->Police (France)	use unconventional violence	2016-01-26	-9	1
Citizen (France)->Police (France)	use unconventional violence	2016-01-27	-9	2
Citizen (France)->Unspecified Actor	conduct hunger strike	2014-05-21	-6.5	1
Citizen (France)->Unspecified Actor	conduct hunger strike	2014-06-06	-6.5	1
Citizen (France)->Unspecified Actor	conduct hunger strike	2015-01-28	-6.5	1
Citizen (France)->Unspecified Actor	conduct hunger strike	2015-07-02	-6.5	1
Citizen (France)->Unspecified Actor	conduct hunger strike	2015-11-05	-6.5	1
Citizen (France)->Unspecified Actor	conduct strike or boycott	2013-12-21	-6.5	1
Citizen (France)->Unspecified Actor	conduct strike or boycott	2014-01-13	-6.5	1
Citizen (France)->Unspecified Actor	conduct strike or boycott	2014-06-12	-6.5	1
Citizen (France)->Unspecified Actor	conduct strike or boycott	2014-07-07	-6.5	1
Citizen (France)->Unspecified Actor	conduct strike or boycott	2015-01-07	-6.5	1
Citizen (France)->Unspecified Actor	conduct strike or boycott	2015-05-09	-6.5	1
Citizen (France)->Unspecified Actor	conduct strike or boycott	2015-06-25	-6.5	2
Citizen (France)->Unspecified Actor	conduct strike or boycott	2015-11-27	-6.5	1
Citizen (France)->Unspecified Actor	conduct strike or boycott	2016-01-26	-6.5	1
Citizen (France)->Unspecified Actor	conduct strike or boycott	2016-01-27	-6.5	2
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-02-12	-6.5	1
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-02-13	-6.5	1
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-03-24	-6.5	1
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-03-25	-6.5	2
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-04-04	-6.5	1
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-04-09	-6.5	2
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-04-12	-6.5	1
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-04-19	-6.5	1
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-04-20	-6.5	1
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-04-21	-6.5	1
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-04-22	-6.5	3
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-04-23	-6.5	1
Citizen (France)->Unspecified Actor	demonstrate or rally	2013-04-24	-6.5	1
